0.000000000000000000e+00,1.419698314108252049e-02,9.000000000000000000e+00,7.500000000000000000e-01
1.000000000000000000e+00,2.307009760425909536e-02,9.000000000000000000e+00,7.500000000000000000e-01
2.000000000000000000e+00,3.549245785270629949e-02,9.000000000000000000e+00,7.500000000000000000e-01
3.000000000000000000e+00,5.590062111801242378e-02,9.000000000000000000e+00,7.500000000000000000e-01
4.000000000000000000e+00,7.187222715173026411e-02,9.000000000000000000e+00,7.500000000000000000e-01
5.000000000000000000e+00,8.961845607808341385e-02,9.000000000000000000e+00,7.500000000000000000e-01
6.000000000000000000e+00,1.082519964507542148e-01,9.000000000000000000e+00,7.500000000000000000e-01
7.000000000000000000e+00,1.304347826086956486e-01,9.000000000000000000e+00,7.500000000000000000e-01
8.000000000000000000e+00,1.472937000887311332e-01,9.000000000000000000e+00,7.500000000000000000e-01
9.000000000000000000e+00,1.588287488908606826e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.000000000000000000e+01,1.774622892635314975e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.100000000000000000e+01,1.952085181898846611e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.200000000000000000e+01,2.129547471162377970e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.300000000000000000e+01,2.262644188110026489e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.400000000000000000e+01,2.369121561668145470e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.500000000000000000e+01,2.519964507542147292e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.600000000000000000e+01,2.661934338952972601e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.700000000000000000e+01,2.768411712511091305e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.800000000000000000e+01,2.972493345164152756e-01,9.000000000000000000e+00,7.500000000000000000e-01
1.900000000000000000e+01,3.087843833185447973e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.000000000000000000e+01,3.220940550133096769e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.100000000000000000e+01,3.345164152617568498e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.200000000000000000e+01,3.469387755102040782e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.300000000000000000e+01,3.637976929902395629e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.400000000000000000e+01,3.788819875776397450e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.500000000000000000e+01,3.957409050576752296e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.600000000000000000e+01,4.143744454303460722e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.700000000000000000e+01,4.338952972493345106e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.800000000000000000e+01,4.498669032830523440e-01,9.000000000000000000e+00,7.500000000000000000e-01
2.900000000000000000e+01,4.649511978704525261e-01,9.000000000000000000e+00,7.500000000000000000e-01
3.000000000000000000e+01,4.800354924578527083e-01,9.000000000000000000e+00,7.500000000000000000e-01
3.100000000000000000e+01,4.942324755989352392e-01,9.000000000000000000e+00,7.500000000000000000e-01
3.200000000000000000e+01,5.066548358473824676e-01,9.000000000000000000e+00,7.500000000000000000e-01
3.300000000000000000e+01,5.217391304347825942e-01,9.000000000000000000e+00,7.500000000000000000e-01
3.400000000000000000e+01,5.332741792369121159e-01,9.000000000000000000e+00,7.500000000000000000e-01
