0.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
4.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
5.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
6.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
7.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
8.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
9.000000000000000000e+00,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.000000000000000000e+01,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.100000000000000000e+01,9.398496240601503238e-04,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.200000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.300000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.400000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.500000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.600000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.700000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.800000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
1.900000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.000000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.100000000000000000e+01,1.879699248120300648e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.200000000000000000e+01,2.819548872180450971e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.300000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.400000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.500000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.600000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.700000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.800000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
2.900000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.000000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.100000000000000000e+01,4.699248120300751619e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.200000000000000000e+01,5.639097744360901943e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.300000000000000000e+01,5.639097744360901943e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.400000000000000000e+01,5.639097744360901943e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.500000000000000000e+01,5.639097744360901943e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.600000000000000000e+01,5.639097744360901943e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.700000000000000000e+01,5.639097744360901943e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
3.800000000000000000e+01,6.578947368421052266e-03,7.900000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
