0.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
3.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
4.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
5.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
6.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
7.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
8.000000000000000000e+00,9.132420091324200623e-04,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
9.000000000000000000e+00,2.739726027397260295e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.000000000000000000e+01,2.739726027397260295e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.100000000000000000e+01,2.739726027397260295e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.200000000000000000e+01,2.739726027397260295e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.300000000000000000e+01,2.739726027397260295e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.400000000000000000e+01,3.652968036529680249e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.500000000000000000e+01,3.652968036529680249e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.600000000000000000e+01,5.479452054794520591e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.700000000000000000e+01,7.305936073059360499e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.800000000000000000e+01,8.219178082191780019e-03,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
1.900000000000000000e+01,1.187214611872146157e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.000000000000000000e+01,1.643835616438356004e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.100000000000000000e+01,2.100456621004566371e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.200000000000000000e+01,2.739726027397260122e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.300000000000000000e+01,3.196347031963470142e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.400000000000000000e+01,3.378995433789954567e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.500000000000000000e+01,3.561643835616438297e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.600000000000000000e+01,3.652968036529680163e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.700000000000000000e+01,3.835616438356164587e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.800000000000000000e+01,4.109589041095890183e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
2.900000000000000000e+01,4.292237442922374607e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
3.000000000000000000e+01,4.474885844748858338e-02,3.300000000000000000e+01,3.500000000000000000e+01,1.499999999999999944e-01
