0.000000000000000000e+00,9.285051067780871956e-03,6.700000000000000000e+01,7.500000000000000000e-01
1.000000000000000000e+00,2.042711234911791934e-02,6.700000000000000000e+01,7.500000000000000000e-01
2.000000000000000000e+00,3.156917363045496500e-02,6.700000000000000000e+01,7.500000000000000000e-01
3.000000000000000000e+00,4.456824512534818955e-02,6.700000000000000000e+01,7.500000000000000000e-01
4.000000000000000000e+00,5.942432683379758607e-02,6.700000000000000000e+01,7.500000000000000000e-01
5.000000000000000000e+00,7.428040854224697565e-02,6.700000000000000000e+01,7.500000000000000000e-01
6.000000000000000000e+00,8.635097493036211769e-02,6.700000000000000000e+01,7.500000000000000000e-01
7.000000000000000000e+00,1.012070566388115073e-01,6.700000000000000000e+01,7.500000000000000000e-01
8.000000000000000000e+00,1.225626740947075161e-01,6.700000000000000000e+01,7.500000000000000000e-01
9.000000000000000000e+00,1.364902506963788231e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.000000000000000000e+01,1.494893221912720616e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.100000000000000000e+01,1.597028783658310247e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.200000000000000000e+01,1.699164345403899601e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.300000000000000000e+01,1.866295264623955563e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.400000000000000000e+01,2.042711234911792073e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.500000000000000000e+01,2.154131847725162530e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.600000000000000000e+01,2.293407613741875462e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.700000000000000000e+01,2.404828226555245918e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.800000000000000000e+01,2.553389043639739953e-01,6.700000000000000000e+01,7.500000000000000000e-01
1.900000000000000000e+01,2.701949860724233710e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.000000000000000000e+01,2.869080779944289672e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.100000000000000000e+01,3.073351903435468935e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.200000000000000000e+01,3.212627669452182144e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.300000000000000000e+01,3.416898792943361407e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.400000000000000000e+01,3.602599814298978464e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.500000000000000000e+01,3.723305478180130024e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.600000000000000000e+01,3.918291550603528184e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.700000000000000000e+01,4.038997214484679743e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.800000000000000000e+01,4.141132776230269097e-01,6.700000000000000000e+01,7.500000000000000000e-01
2.900000000000000000e+01,4.252553389043639553e-01,6.700000000000000000e+01,7.500000000000000000e-01
3.000000000000000000e+01,4.391829155060352763e-01,6.700000000000000000e+01,7.500000000000000000e-01
3.100000000000000000e+01,4.549675023212627623e-01,6.700000000000000000e+01,7.500000000000000000e-01
3.200000000000000000e+01,4.679665738161559729e-01,6.700000000000000000e+01,7.500000000000000000e-01
3.300000000000000000e+01,4.791086350974930186e-01,6.700000000000000000e+01,7.500000000000000000e-01
3.400000000000000000e+01,4.921077065923862848e-01,6.700000000000000000e+01,7.500000000000000000e-01
3.500000000000000000e+01,5.060352831940575502e-01,6.700000000000000000e+01,7.500000000000000000e-01
3.600000000000000000e+01,5.264623955431755320e-01,6.700000000000000000e+01,7.500000000000000000e-01
3.700000000000000000e+01,5.431754874651810727e-01,6.700000000000000000e+01,7.500000000000000000e-01
